Block Type,96-Well 0.1-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,F11,FALSE,CT0917,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,35.810,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,N,N,N
72,F12,FALSE,water,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
72,F12,FALSE,water,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
72,F12,FALSE,water,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,,,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
73,G1,FALSE,CL0106,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
73,G1,FALSE,CL0106,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
73,G1,FALSE,CL0106,pa_ther,UNKNOWN,NED,NFQ-MGB,31.227,32.426,1.696,451.842,286.220,234.226,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,28,Amp,,0.956,N,N,Y,N,Y,N,N,N
74,G2,FALSE,CL0106,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
74,G2,FALSE,CL0106,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
74,G2,FALSE,CL0106,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,32.426,1.696,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,N,N,N
75,G3,FALSE,CL0106,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
75,G3,FALSE,CL0106,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
75,G3,FALSE,CL0106,pa_ther,UNKNOWN,NED,NFQ-MGB,33.626,32.426,1.696,120.597,286.220,234.226,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,30,Amp,,0.974,N,N,Y,N,Y,N,N,N
76,G4,FALSE,KN1102,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
76,G4,FALSE,KN1102,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
76,G4,FALSE,KN1102,pa_ther,UNKNOWN,NED,NFQ-MGB,35.611,35.393,0.308,40.411,45.881,7.735,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,33,Amp,,0.991,N,N,Y,N,N,N,N,N
77,G5,FALSE,KN1102,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
77,G5,FALSE,KN1102,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
77,G5,FALSE,KN1102,pa_ther,UNKNOWN,NED,NFQ-MGB,35.176,35.393,0.308,51.350,45.881,7.735,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.983,N,N,Y,N,N,N,N,N
78,G6,FALSE,KN1102,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
78,G6,FALSE,KN1102,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
78,G6,FALSE,KN1102,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,35.393,0.308,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
79,G7,FALSE,KN0457,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
79,G7,FALSE,KN0457,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
79,G7,FALSE,KN0457,pa_ther,UNKNOWN,NED,NFQ-MGB,34.772,35.512,0.741,64.155,45.076,18.013,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.993,N,N,Y,N,Y,N,N,N
80,G8,FALSE,KN0457,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
80,G8,FALSE,KN0457,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
80,G8,FALSE,KN0457,pa_ther,UNKNOWN,NED,NFQ-MGB,35.510,35.512,0.741,42.708,45.076,18.013,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.983,N,N,Y,N,Y,N,N,N
81,G9,FALSE,KN0457,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
81,G9,FALSE,KN0457,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
81,G9,FALSE,KN0457,pa_ther,UNKNOWN,NED,NFQ-MGB,36.254,35.512,0.741,28.364,45.076,18.013,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,33,Amp,,0.991,N,N,Y,N,Y,N,N,N
85,H1,FALSE,CL1696,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
85,H1,FALSE,CL1696,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
85,H1,FALSE,CL1696,pa_ther,UNKNOWN,NED,NFQ-MGB,32.601,34.209,1.475,211.997,109.470,90.095,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,29,Amp,,0.901,N,N,Y,N,Y,N,N,N
86,H2,FALSE,CL1696,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
86,H2,FALSE,CL1696,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
86,H2,FALSE,CL1696,pa_ther,UNKNOWN,NED,NFQ-MGB,35.501,34.209,1.475,42.933,109.470,90.095,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.974,N,N,Y,N,Y,N,N,N
87,H3,FALSE,CL1696,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
87,H3,FALSE,CL1696,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,N,N,N
87,H3,FALSE,CL1696,pa_ther,UNKNOWN,NED,NFQ-MGB,34.525,34.209,1.475,73.480,109.470,90.095,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,30,Amp,,0.954,N,N,Y,N,Y,N,N,N
88,H4,FALSE,KN1705,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
88,H4,FALSE,KN1705,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
88,H4,FALSE,KN1705,pa_ther,UNKNOWN,NED,NFQ-MGB,34.066,34.422,0.504,94.619,79.271,21.706,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,31,Amp,,0.995,N,N,Y,N,Y,N,N,N
89,H5,FALSE,KN1705,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
89,H5,FALSE,KN1705,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
89,H5,FALSE,KN1705,pa_ther,UNKNOWN,NED,NFQ-MGB,34.778,34.422,0.504,63.922,79.271,21.706,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.986,N,N,Y,N,Y,N,N,N
90,H6,FALSE,KN1705,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
90,H6,FALSE,KN1705,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
90,H6,FALSE,KN1705,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,34.422,0.504,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
91,H7,FALSE,KN0875,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
91,H7,FALSE,KN0875,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
91,H7,FALSE,KN0875,pa_ther,UNKNOWN,NED,NFQ-MGB,35.585,35.260,0.460,40.981,49.807,12.482,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.993,N,N,Y,N,N,N,N,N
92,H8,FALSE,KN0875,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
92,H8,FALSE,KN0875,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
92,H8,FALSE,KN0875,pa_ther,UNKNOWN,NED,NFQ-MGB,34.935,35.260,0.460,58.633,49.807,12.482,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,32,Amp,,0.976,N,N,Y,N,N,N,N,N
93,H9,FALSE,KN0875,ascv,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,39.486,0.999,-3.547,91.380,TRUE,0.178,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
93,H9,FALSE,KN0875,ctv-2,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,37.831,0.997,-3.407,96.584,TRUE,0.251,TRUE,3,44,No Amp,,0.000,Y,Y,N,N,N,Y,N,N
93,H9,FALSE,KN0875,pa_ther,UNKNOWN,NED,NFQ-MGB,Undetermined,35.260,0.460,,,,42.328,0.987,-4.181,73.449,TRUE,0.040,TRUE,3,44,No Amp,,0.000,Y,Y,Y,N,N,Y,N,N
